80	-15.71
80.8	-16.61
81.608	-16.26
82.424	-16.27
83.248	-16.60
84.081	-17.27
84.922	-16.56
85.771	-15.29
86.629	-15.78
87.495	-15.75
88.37	-15.30
89.253	-14.25
90.146	-13.21
91.047	-14.81
91.958	-15.00
92.878	-16.73
93.806	-17.76
94.744	-17.87
95.692	-17.72
96.649	-18.06
97.615	-17.42
98.591	-17.64
99.577	-17.94
100.573	-18.25
101.579	-18.90
102.595	-19.59
103.621	-20.47
104.657	-20.41
105.703	-19.63
106.76	-18.71
107.828	-18.46
108.906	-18.53
109.995	-18.50
111.095	-18.77
112.206	-19.05
113.328	-19.09
114.462	-19.18
115.606	-19.04
116.762	-19.33
117.93	-19.85
119.109	-19.38
120.3	-18.55
121.503	-19.37
122.718	-19.37
123.945	-19.04
125.185	-18.69
126.437	-18.96
127.701	-19.60
128.978	-20.74
130.268	-20.03
131.571	-19.31
132.886	-20.09
134.215	-21.09
135.557	-20.33
136.913	-20.30
138.282	-20.07
139.665	-19.95
141.061	-19.36
142.472	-19.19
143.897	-19.36
145.336	-19.07
146.789	-18.26
148.257	-18.97
149.74	-19.52
151.237	-18.60
152.749	-18.24
154.277	-18.69
155.82	-19.49
157.378	-18.65
158.952	-18.21
160.541	-17.89
162.146	-17.55
163.768	-17.45
165.406	-18.12
167.06	-17.82
168.73	-18.67
170.418	-19.02
172.122	-18.34
173.843	-19.18
175.581	-20.02
177.337	-19.27
179.111	-19.33
180.902	-20.09
182.711	-19.46
184.538	-19.19
186.383	-19.74
188.247	-20.58
190.129	-21.02
192.031	-20.99
193.951	-21.71
195.891	-22.31
197.85	-22.33
199.828	-22.42
201.826	-22.51
203.845	-22.29
205.883	-21.81
207.942	-21.98
210.021	-22.46
212.121	-21.98
214.243	-21.91
216.385	-22.34
218.549	-22.05
220.734	-22.61
222.942	-23.11
225.171	-22.88
227.423	-23.06
229.697	-23.52
231.994	-24.11
234.314	-23.69
236.657	-23.08
239.024	-23.28
241.414	-23.83
243.828	-23.62
246.266	-23.48
248.729	-23.98
251.216	-24.53
253.729	-24.19
256.266	-24.24
258.828	-24.65
261.417	-24.52
264.031	-24.53
266.671	-24.80
269.338	-25.11
272.031	-24.86
274.752	-25.11
277.499	-24.54
280.274	-25.05
283.077	-25.60
285.908	-25.29
288.767	-25.53
291.654	-26.25
294.571	-26.12
297.517	-26.60
300.492	-26.50
303.497	-27.02
306.532	-26.85
309.597	-26.47
312.693	-25.96
315.82	-25.48
318.978	-25.14
322.168	-25.16
325.39	-25.43
328.644	-25.42
331.93	-25.31
335.249	-25.15
338.602	-24.83
341.988	-24.61
345.408	-24.28
348.862	-23.91
352.35	-23.88
355.874	-23.58
359.433	-23.67
363.027	-23.67
366.657	-23.70
370.324	-24.61
374.027	-24.35
377.767	-25.17
381.545	-25.14
385.36	-25.53
389.214	-26.52
393.106	-27.17
397.037	-27.67
401.008	-27.62
405.018	-27.40
409.068	-27.07
413.158	-26.69
417.29	-26.72
421.463	-26.48
425.678	-26.59
429.934	-26.45
434.234	-25.87
438.576	-26.48
442.962	-25.68
447.391	-26.30
451.865	-26.02
456.384	-26.53
460.948	-26.41
465.557	-26.41
470.213	-26.29
474.915	-26.33
479.664	-26.00
484.461	-26.52
489.305	-26.88
494.198	-26.20
499.14	-26.49
504.132	-26.57
509.173	-26.94
514.265	-26.79
519.408	-26.06
524.602	-25.35
529.848	-25.98
535.146	-26.63
540.498	-26.24
545.903	-26.30
551.362	-25.99
556.875	-25.72
562.444	-25.72
568.068	-26.36
573.749	-25.86
579.487	-26.13
585.281	-26.58
591.134	-26.50
597.046	-26.65
603.016	-26.72
609.046	-26.75
615.137	-26.96
621.288	-26.88
627.501	-26.73
633.776	-26.42
640.114	-26.31
646.515	-26.28
652.98	-25.75
659.51	-25.93
666.105	-26.52
672.766	-26.71
679.494	-26.64
686.289	-26.79
693.151	-27.00
700.083	-27.64
707.084	-28.00
714.155	-27.95
721.296	-27.24
728.509	-27.14
735.794	-27.11
743.152	-26.64
750.584	-25.88
758.089	-25.90
765.67	-26.33
773.327	-26.85
781.06	-26.81
788.871	-26.54
796.76	-26.97
804.727	-27.14
812.775	-26.45
820.902	-25.29
829.111	-24.87
837.402	-24.94
845.776	-25.19
854.234	-25.90
862.777	-26.49
871.404	-26.53
880.118	-26.89
888.92	-27.03
897.809	-27.09
906.787	-27.22
915.855	-27.32
925.013	-27.38
934.263	-27.35
943.606	-27.83
953.042	-27.93
962.572	-27.82
972.198	-28.58
981.92	-28.14
991.739	-27.23
1000	-26.68
