MHz	1m_H pol_F	1m_H pol_C	1m_H pol_L	1m_H pol_R	1m_V pol_F	1m_V pol_C	1m_V pol_L	1m_V pol_R	2m_H pol_F	2m_H pol_C	2m_H pol_L	2m_H pol_R	2m_V pol_F	2m_V pol_C	2m_V pol_L	2m_V pol_R	
5315.294117647059	0.9878352880120573	0.8825513598889003	0.7965274110286487	0.9211516236944632	0.9878352880120573	0.8825513598889003	0.8542180674064568	0.8542180674064568	1.0521821297948506	0.9299130063256769	0.8293791033951834	0.8725193447249424	1.0521821297948506	0.9299130063256769	0.8218422124886047	0.8218422124886047	
5843.823529411764	1.050055073223092	0.6802852720273336	0.7592605969174642	0.7333412370818735	1.050055073223092	0.6802852720273336	0.7214087327637415	0.7214087327637415	0.9667689668345218	0.6772086941203455	0.8410165327680872	0.8125338708444758	0.9667689668345218	0.6772086941203455	0.8267201541065532	0.8267201541065532	
6372.35294117647	0.922204018240329	0.8258515429804305	0.9659460048489805	1.0156323619618561	0.922204018240329	0.8258515429804305	0.9909128316790472	0.9909128316790472	1.215519733636512	0.7189439802238908	0.7050058248907192	0.7127376474565992	1.215519733636512	0.7189439802238908	0.6617571319056168	0.6617571319056168	
6900.882352941177	1.38900471676628	1.0942022182750293	0.9960200454182271	1.0648684701892748	1.38900471676628	1.0942022182750293	1.0305851773343662	1.0305851773343662	1.460945287720719	0.9452478451866639	0.8798532958581475	0.8751558572957805	1.460945287720719	0.9452478451866639	0.8775539589160246	0.8775539589160246	
7429.411764705882	1.2592905193875126	1.296541944944849	1.3948444263511846	1.7489171271243862	1.2592905193875126	1.296541944944849	1.5717175315449055	1.5717175315449055	1.5969352052671297	1.535917576742719	1.2949741524075975	1.5603375507265298	1.5969352052671297	1.535917576742719	1.4272968510872133	1.4272968510872133	
7957.941176470587	1.6725802922667796	1.258127218248788	1.4331740133288733	1.8141933601778675	1.6725802922667796	1.258127218248788	1.6232888346059724	1.6232888346059724	1.5009926216469438	1.1209795890473941	1.2771854814834356	1.5525170300786328	1.5009926216469438	1.1209795890473941	1.4150418275284764	1.4150418275284764	
8486.470588235294	1.3568011145639787	1.288381922422289	1.290225917603422	1.5757098271042054	1.3568011145639787	1.288381922422289	1.4329972460373384	1.4329972460373384	1.6083841965628167	1.7201757930595463	1.5100267169830133	1.9513691048615271	1.6083841965628167	1.7201757930595463	1.7292424805806874	1.7292424805806874	
9015.0	1.6530162497349323	1.326159892280586	1.4771187367477623	1.9996964892629734	1.6530162497349323	1.326159892280586	1.7375961950168985	1.7375961950169057	1.772331101218164	0.6319158942895555	1.513660964921712	2.047462349195449	1.772331101218164	0.6319158942895555	1.7809703747803596	1.7809703747803454	
9543.529411764706	1.1715967310396493	1.4546182015956362	1.4553113721545756	1.9597241521879596	1.1715967310396493	1.4546182015956362	1.7071076962805662	1.7071076962805662	1.8327165062277402	1.6787814746251328	0.9440500230958975	1.1085280343434647	1.8327165062277402	1.6787814746251328	1.0259504305749374	1.0259504305749658	
10072.05882352941	2.0241354809946372	1.547818059713805	0.9548998194606853	1.4317603515414987	2.0241354809946372	1.547818059713805	1.1957280315153156	1.1957280315153014	1.2607112852238416	1.117902751641168	0.8019976074506872	0.7738588063262739	1.2607112852238416	1.117902751641168	0.7880369256687771	0.7880369256687771	
10600.588235294117	0.8951268447849401	1.5386758165368235	0.8638101939537677	1.2977068246757426	0.8951268447849401	1.5386758165368235	1.0815348459162948	1.0815348459162806	1.2352491734453679	1.9626163572123119	0.8702563803933998	1.1364074407090783	1.2352491734453679	1.9626163572123119	1.0042540323145488	1.0042540323145204	
11129.117647058823	1.06045368624941	1.4805679179649474	1.2719835909888815	1.6724221636850842	1.06045368624941	1.4805679179649474	1.4705922897096997	1.470592289709714	1.3674199386395713	1.8405114961225735	1.3801151016982942	2.0975241487068104	1.3674199386395713	1.8405114961225735	1.7184190205408072	1.7184190205408214	
11657.647058823528	1.4821404153033129	1.6005322353799585	1.276447101070076	1.592342185218456	1.4821404153033129	1.6005322353799585	1.3964744503616942	1.39647445036168	1.1992540199022912	1.431694270055786	1.745004616726618	2.291527246584195	1.1992540199022912	1.431694270055786	2.018615647126495	2.018615647126481	
12186.176470588234	1.4669238178629058	2.376719281845226	2.0233309560998975	2.7910977494517084	1.4669238178629058	2.376719281845226	2.4057397626625345	2.4057397626625345	1.1198573294488767	1.7513248506653127	1.6837082193911783	2.2237528087369896	1.1198573294488767	1.7513248506653127	1.953416928526437	1.953416928526437	
12714.70588235294	1.7689431338367427	2.5046973729620134	2.0410499163882605	2.8274510266403325	1.7689431338367427	2.5046973729620134	2.4321142501933224	2.4321142501933224	1.9160863854894856	2.2316601831178673	1.8866362294628232	2.543917820471364	1.9160863854894856	2.2316601831178673	2.2136780597386405	2.2136780597386405	
13243.235294117647	1.695499391266182	1.9892860995666695	1.2473868846706608	1.7163003871889515	1.695499391266182	1.9892860995666695	1.4866205122776392	1.486620512277625	1.6243205537601497	1.4284750035496359	1.6268857070212164	2.309530938267258	1.6243205537601497	1.4284750035496359	1.9556439263821375	1.9556439263821375	
13771.764705882353	1.4656186855435607	2.0316946584361375	1.4624740639688412	2.0165659396181184	1.4656186855435607	2.0316946584361375	1.7178203835039625	1.717820383503934	1.448997742255159	1.7551501989873657	1.3549060839108051	1.781221181760145	1.448997742255159	1.7551501989873657	1.569328792939416	1.569328792939416	
14300.294117647058	1.1726273088829657	1.5636933719288777	1.2572745832307533	1.7720758470526192	1.1726273088829657	1.5636933719288777	1.5126034275265283	1.5126034275265425	1.5249951739475165	2.094877500659834	1.6682219627279267	2.451850679034081	1.5249951739475165	2.094877500659834	2.0600717936581248	2.0600717936581248	
14828.823529411764	1.36139018614017	2.208593200274265	2.1722955868968654	3.1582232447189114	1.36139018614017	2.208593200274265	2.663597705133327	2.663597705133327	1.1902357796627143	1.491571836029678	1.246048936870281	1.670783895153619	1.1902357796627143	1.491571836029678	1.4311517834835712	1.4311517834835854	
15357.35294117647	1.1975359055861787	0.8160499700898356	1.4528301216100772	1.9713324983236475	1.1975359055861787	0.8160499700898356	1.7112399223546078	1.7112399223546078	1.7673691879992077	1.4953295181912551	2.0136184483049817	2.901416626869903	1.7673691879992077	1.4953295181912551	2.4553488094839224	2.4553488094839224	
15885.882352941175	1.6825722386165296	1.9181791575881988	1.4763705440561807	2.3051880098692408	1.6825722386165296	1.9181791575881988	1.891565376551	1.8915653765509717	1.7394237166751623	2.0751693597771776	1.5888233147995123	2.4860920558894577	1.7394237166751623	2.0751693597771776	2.0386352914108414	2.038635291410827	
16414.41176470588	2.2761819185026155	2.465939285222177	0.9546738477095715	1.4208197049594702	2.2761819185026155	2.465939285222177	1.1818786902475864	1.1818786902475864	1.4255779916143325	2.8733314529124527	1.1398506626240845	2.1229254189752282	1.4255779916143325	2.8733314529124527	1.6304614405679274	1.6304614405679274	
16942.941176470587	2.045986386215816	2.192009860583525	1.2071952101358931	2.1910049205033744	2.045986386215816	2.192009860583525	1.6998229993489247	1.6998229993489247	2.0921194585167626	2.1583383037846744	0.6099454350169253	0.9711160417614053	2.0921194585167626	2.1583383037846744	0.7574395675549823	0.7574395675549823	
17471.470588235294	2.7694923002084266	1.7230532734692758	1.3122076809612508	2.3832499370262497	2.7694923002084266	1.7230532734692758	1.8461214067285852	1.8461214067285852	2.6700629282899797	1.4838891014145048	1.1702374764644219	2.1445877879437063	2.6700629282899797	1.4838891014145048	1.6566050416710851	1.6566050416710851	
18000.0	2.4029623863290794	1.713083590225338	1.7629973490294901	2.697419837863336	2.4029623863290794	1.713083590225338	2.225083284290946	2.225083284290932	2.609139194186696	1.846541571139099	1.3300092622250475	1.975031409940641	2.609139194186696	1.846541571139099	1.6312285086152372	1.6312285086151945	
